Company,Employees,Company Location,Industry,Company URL,Website,LinkedIn URL,Facebook URL,Twitter URL,Descripcion,Technologies
Baroque Access,5.0,"New York, New York","Leisure, Travel & Tourism",https://app.apollo.io/#/organizations/54a135ab69702d333d6af200,,,,,"In a world of luxury where nothing matters more than time, Baroque Access makes the difference. Your 24-7-365 go-to luxury concierge, Baroque Access is your efficient, effective expert, arranging VIP status dining reservations, event tickets, yacht charters, air travel, villa stays, ground transportation, real estate transactions, and any of life's details that make demands on your personal time. Ambassadors of opulence, Baroque Access agents are a simple phone call from easing your busy schedule, reserving ""the"" front row table, finding that perfect gift, or simply making a blissful escape. We also smooth your day with services attending to yacht, real estate, and aircraft reservations, sales, charter, or maintenance. There is no limit to our dedication, and we will do whatever it takes to deliver your luxury requests, professionally, courteously, and promptly. Your time is invaluable. Baroque Access is dedicated to delivering a complete menu of luxury services that exceed expectation, returning hours to your personal schedule every day. Can you live without us? Perhaps, but we can't think of one reason you would want to. Baroque Access. The ultimate luxury. Please feel free to contact by email at info@baroqueaccess.com or call at +1-212-726-0712.","Technology Insights Settings
Hubspot
Marketing Automation
Salesforce
Customer Relationship Management
AI
Other
Android
Frameworks and Programming Languages
Gmail
Email Providers
Google Apps
Other
Media Temple SSL
SSL Certificates
Mobile Friendly
Other
React Redux
CSS and JavaScript Libraries
Remote
Other"
Delaware Business Times,6.0,"Wilmington, Delaware",Publishing,https://app.apollo.io/#/organizations/556dcc3473696411ccf29801,,,,,"Delaware Business Times is the number 1 source for news affecting businesses and the business community in the First State. Using multiple platforms, Delaware Business Times provides timely, informative content to tens of thousands of decision-makers across the First State. From breaking news coverage and in-depth reporting to hosting networking and premier recognition events, Delaware Business Times has been connecting its readers with marketers for over a decade. Today Media is a multi-platform communications company providing content that attracts hundreds of thousands of loyal consumers each day and offers marketers advertising solutions in print, online, and in person. In addition to Delaware Business Times, Today Media publishes Delaware Today, Main Line Today, Westchester Magazine, Hudson Valley Magazine, Bethesda Magazine/MoCo360, and multiple ancillary publications to serve specific audiences across the country.","Technology Insights Settings
Hubspot
Marketing Automation
Active Campaign
Marketing Automation
Amazon AWS
Hosting
Apache
Load Balancers
Bootstrap Framework
CSS and JavaScript Libraries
Cvent
Event Management
Disqus
Comments
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Google AdSense
Advertising Networks
Google Analytics
Analytics and Tracking
Google Font API
Fonts
Google Tag Manager
Tag Management
Gravity Forms
Hosted Forms
Linkedin Marketing Solutions
Advertising Networks
Microsoft Office 365
Other
Mobile Friendly
Other
Outlook
Email Providers
Remote
Other
Route 53
Domain Name Services
SkimLinks
Affiliate Advertising Network
Vimeo
Online Video Platforms
WordPress.org
CMS
YouTube
Online Video Platforms
reCAPTCHA
Captcha"
"PhoenixProConnect, LLC",4.0,"Miami, Florida","Staffing & Recruiting, Human Resources",https://app.apollo.io/#/organizations/611735c22e42c600019e036d,,,,,Home - Phoenix Pro Connect will be by Your Side Every Step Of The Way. Welcome to the vibrant nexus where Empowering Talent of South Florida,"Technology Insights Settings
Hubspot
Marketing Automation
ADP
Recruitment
AI
Other
Amazon AWS
Hosting
Android
Frameworks and Programming Languages
Attentive
Other
Autodesk
Other
Basis
Advertising Networks
Blackline
Other
Centro
Advertising Networks
Circle
Financial Software
Data Analytics
Analytics and Tracking
Docker
Other
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Google Font API
Fonts
Google Maps
Other
Google Maps (Non Paid Users)
Other
Intuit
Financial Software
IoT
Other
JobDiva
Recruitment
Microsoft Sql Server
Data Management Platform
Mobile Friendly
Other
Paypal
Payments
Phoenix
Frameworks and Programming Languages
Proofpoint
Security
Python
Frameworks and Programming Languages
QuickBooks
Financial Software
React Native
Frameworks and Programming Languages
Remote
Other
Render
Other
Reviews
Customer Reviews
SAP
Customer Relationship Management
Sage 300
Financial Software
SharePoint
CMS
Sigma
Business Intelligence
TikTok
Other
Varnish
Load Balancers
Vimeo
Online Video Platforms
Wix
CMS
WordPress.org
CMS
Xamarin
Frameworks and Programming Languages
Yardi
Property Management Software
YouTube
Online Video Platforms"
Kairos (Time) Management Solutions - The Infinity Lifestyle Design,1.0,"Ponte Vedra Beach, Florida",Professional Training & Coaching,https://app.apollo.io/#/organizations/5f21e59192102f0115e314cd,,,,,"Helping individuals and couples, who see retirement on the horizon, build their lifestyle strategy to spend time where it is most important.","Technology Insights Settings
Hubspot
Marketing Automation
Google Cloud Hosting
Hosting
Google Font API
Fonts
Google Tag Manager
Tag Management
Mobile Friendly
Other
Nginx
Load Balancers
WordPress.org
CMS
YouTube
Online Video Platforms"
Freckle,2.0,"New York, New York","Information Technology & Services,",https://app.apollo.io/#/organizations/5efccaeefcdc5b00f698a27a,,,,,"Freckle helps K-12 teachers differentiate instruction and reach every student at their own level across Math, ELA, Social Studies and Science. Freckle, powered by the people of Killi, offers privacy-compliant data and agnostic measurement for brands to build deeper relationships with their consumers.","Technology Insights Settings
Hubspot
Marketing Automation
Salesforce
Customer Relationship Management
Atlassian Cloud
CMS
Facebook Custom Audiences
Retargeting
GitHub Hosting
Hosting
Gmail
Email Providers
Google AdWords Conversion
Advertising Networks
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Tag Manager
Tag Management
Marketo
Marketing Automation
Microsoft Office 365
Other
Mobile Friendly
Other
Outlook
Email Providers
Route 53
Domain Name Services
Sendgrid
Email Delivery
StatusPage IO
Web Performance Monitoring
Typekit
Fonts
Vidyard
Online Video Platforms
WP Engine
CMS
WordPress.org
CMS
Zendesk
Support and Feedback"
Execute to Win,8.0,"Phoenix, Arizona",Management Consulting,https://app.apollo.io/#/organizations/54a1b77f7468695475637f0a,,,,,"EXECUTE is a peer advisory MasterMIND, powered by the MIND Methodology to leverage the collective wisdom of the group for all members. Growing your business is hard and can feel overwhelming. At ETW, we understand because we have been there. We are value-creation experts, so we offer solutions based on real-world results. Whether you join an EXECUTE MasterMIND™ or implement the MIND Methodology™, we can help you accelerate the value of your business.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Atlassian Cloud
CMS
Gmail
Email Providers
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Cloud Hosting
Hosting
Google Font API
Fonts
Google Tag Manager
Tag Management
Google translate API
Widgets
Hotjar
Analytics and Tracking
Intercom
Support and Feedback
Mobile Friendly
Other
Multilingual
Widgets
New Relic
Web Performance Monitoring
Nginx
Load Balancers
Phoenix
Frameworks and Programming Languages
Remote
Other
Render
Other
Route 53
Domain Name Services
Vimeo
Online Video Platforms
WP Engine
CMS
WordPress.org
CMS
Zendesk
Support and Feedback"
Be in Buffalo,1.0,"Buffalo, New York",Nonprofit Organization Management,https://app.apollo.io/#/organizations/5e564bef667ed50001124f07,,,,,,"Technology Insights Settings
Hubspot
Marketing Automation
CloudFlare Hosting
Hosting
Cloudflare DNS
Domain Name Services
Gmail
Email Providers
Google Apps
Other
Google Tag Manager
Tag Management
Mobile Friendly
Other
The Trade Desk
Demand Side Platforms
UltiPro
Recruitment
WP Engine
CMS
WordPress.org
CMS
Workable
Recruitment
Workday Recruit
Recruitment
YouTube
Online Video Platforms"
Noctorial,8.0,"New York, New York",,https://app.apollo.io/#/organizations/64f44edc8323810001b065df,,,,,,"Technology Insights Settings
Hubspot
Marketing Automation
Active Campaign
Marketing Automation
Bootstrap Framework
CSS and JavaScript Libraries
CloudFlare Hosting
Hosting
Cloudflare DNS
Domain Name Services
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google Apps
Other
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Tag Manager
Tag Management
Hotjar
Analytics and Tracking
Intercom
Support and Feedback
Mobile Friendly
Other
SendInBlue
Email Marketing
Stripe
Payments
Trustpilot
Customer Reviews
WordPress.org
CMS
YouTube
Online Video Platforms"
MLevel,7.0,"Atlanta, Georgia","E-learning, Professional Training & Coaching",https://app.apollo.io/#/organizations/54a1a98f7468695c82fa9c05,,,,,"MLevel is an industry leading digital learning platform that allows enterprise clients to deliver a 360° learning experience. The power of the platform is delivered through our Learning Analytics+ engine, powered by Microsoft's PowerBI, providing the client with insight on both the Learning Program as well as the Learner. The end user experience is created in a no-code required development tool and then delivered utilizing a variety of learning templates that incorporate both microlearning as well as gamification principles to transfer, reinforce and assess knowledge. With mLevel, enterprise clients can leverage learning data to improve employee coaching experiences, deliver targeted reinforcement programs to fill knowledge gaps, and demonstrate a ROI on their learning investment.","Technology Insights Settings
Hubspot
Marketing Automation
Salesforce
Customer Relationship Management
AI
Other
AddThis
Social Sharing
Amazon AWS
Hosting
Bizible
Search Marketing
CloudFlare Hosting
Hosting
Disqus
Comments
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Drift
Widgets
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
GoToWebinar
Web Presentation Tools
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Tag Manager
Tag Management
Gravity Forms
Hosted Forms
Helpscout
Support and Feedback
Hotjar
Analytics and Tracking
Lever
Recruitment
Linkedin Marketing Solutions
Advertising Networks
Marketo
Marketing Automation
Micro
Other
Microsoft Office 365
Other
Moat
Advertising Networks
Mobile Friendly
Other
New Relic
Web Performance Monitoring
Nginx
Load Balancers
OneTrust
Widgets
Pantheon
CMS
Pardot
Marketing Automation
PostageApp
Email Delivery
Remote
Other
RocketFuel
Demand Side Platforms
Ruby On Rails
Frameworks and Programming Languages
Sage Intacct
CMS
Squarespace ECommerce
E-commerce Platforms
Varnish
Load Balancers
Vidyard
Online Video Platforms
Vimeo
Online Video Platforms
Wistia
Online Video Platforms
WordPress.org
CMS
YouTube
Online Video Platforms
Zendesk
Support and Feedback
reCAPTCHA
Captcha"
DutchTechSF,2.0,"San Francisco, California",Civic & Social Organization,https://app.apollo.io/#/organizations/5c1db05ff6512572e149a57a,,,,,"Bridging the gap between the Netherlands and the Silicon Valley entrepreneurial community. DutchTechSF is the Dutch-American entrepreneurial community in Silicon Valley. In 2015, we organized the first in a series of dinners to facilitate authentic connections among like-minded guests. Since then, we have organized 50+ events and programs, educated 100s of students and professionals, and successfully and unsuccessfully supported countless entrepreneurs. It has been a great ride raising a seed of an idea to an actual community of very diverse backgrounds—DutchTechSF, the Dutch-American entrepreneurial community in Silicon Valley. DutchTechSF has been featured in publications including, NRC Handelsblad, De Telegraaf, Financieel Dagblad, MT/Sprout, and Emerce.","Technology Insights Settings
Mobile Friendly
Other
NSOne
Domain Name Services"
CommonBond.co,8.0,"New York, New York",Financial Services,https://app.apollo.io/#/organizations/54a11ebb69702d8cccb28f01,,,,,"CommonBond is one of the fastest growing green lending companies in the U.S. Our mission is to make sustainable choices possible for more people by providing better green loans, designed to save people money and drive sustainable impact. All at the same time.","Technology Insights Settings
Hubspot
Marketing Automation
Amplitude
Analytics and Tracking
Atlassian Cloud
CMS
Create React App
Frameworks and Programming Languages
React
CSS and JavaScript Libraries
Remote
Other
Webflow
CMS"
Breaking and Entering Advertising,7.0,"Chicago, Illinois",Marketing & Advertising,https://app.apollo.io/#/organizations/5fc8647bee5add0001ce3cee,,,,,"Breaking and Entering the ad industry feels like pulling off a grand heist. We want to share the schemes and tips that worked for the industry's trailblazers with you today. For students, recent grads, or experts interested in advertising, media, and journalism. Listen to honest conversations from students to CEOs in the communications world. ALSO: If you're here for recruiting purposes, definitely also check out the great talent linked below. Our industry could certainly use some new perspectives. Links to Black talent: 28Blacks.com BlacksWho.Design CreativeWomenofColor.com DiverseCreatives.com HireBlackCreatives.co PeopleofCraft.com Remory.Directory Blacksmith Directory","Technology Insights Settings
Hubspot
Marketing Automation
AdParlor
Advertising Networks
Amadesa
Personalization
Gmail
Email Providers
Google Apps
Other
Mobile Friendly
Other
Sharethrough
Publisher Advertising Tools
Shutterstock
Other
Squarespace ECommerce
E-commerce Platforms"
mindful MATERIALS,9.0,"Spring City, Pennsylvania",Architecture & Planning,https://app.apollo.io/#/organizations/5e563744ec234a000118941c,,,,,"Whether you’re new to the need for sustainable materials or a lifelong advocate, we’re glad you’re here. At mindful MATERIALS, we all learn, share, and support. mindful MATERIALS Inc. (mM) is dedicated to reducing, and ultimately reversing, the embodied impacts of the built environment through our collective material choices. mM furthers its mission through a global cross-sector Collaboration Hub, convening to share learning and drive informed decisions around an industry-aligned, digitized Common Materials Framework (CMF) for health, sustainability, and resilience. To learn more, visit mindfulmaterials.com","Technology Insights Settings
Hubspot
Marketing Automation
Apache
Load Balancers
Bootstrap Framework
CSS and JavaScript Libraries
Cvent
Event Management
Google Analytics
Analytics and Tracking
Google Analytics Ecommerce Tracking
E-commerce Tools
Google Cloud Hosting
Hosting
Google Font API
Fonts
Google Tag Manager
Tag Management
HeapAnalytics
Analytics and Tracking
Hotjar
Analytics and Tracking
Linkedin Marketing Solutions
Advertising Networks
Mobile Friendly
Other
New Relic
Web Performance Monitoring
Outlook
Email Providers
Remote
Other
Typekit
Fonts
Varnish
Load Balancers
Wix
CMS
WordPress.org
CMS"
Advana,2.0,"Washington, District of Columbia",Defense & Space,https://app.apollo.io/#/organizations/6048cc13cfc8ce0001d056cf,,,,,,"Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Amazon AWS
Hosting
Android
Frameworks and Programming Languages
Flutter
Frameworks and Programming Languages
Gmail
Email Providers
Google Apps
Other
Google Tag Manager
Tag Management
Mapbox
Other
Micro
Other
Microsoft Office 365
Other
Mobile Friendly
Other
Python
Frameworks and Programming Languages
Remote
Other
Route 53
Domain Name Services
SharePoint
CMS
Webflow
CMS"
ArtsAI,10.0,"San Francisco, California",Marketing & Advertising,https://app.apollo.io/#/organizations/5e58e01ada10610001a234d1,,,,,"ArtsAI is disrupting the MarTech industry by helping brands harness the power of advanced AI/machine learning through all our offerings. The validity of this approach is acknowledged in the current Inc. 5000 report, which shows ArtsAI is the fastest growing AdTech company in the nation. Yup, we're #1! We are just as proud to be ranked #56 overall. Our patented technology is powered by an interconnected AI marketing stack to drive various initiatives including customer acquisition, retention, app monetization and content optimization. The powerful product suite includes attribution and incrementality; insight and optimization tools; AI Personalization for creative; and AB Daily, the only in-campaign brand integrity measurement for podcasting (in partnership with Barometer). Our tech is designed to work in all media, but we focus particularly on audio as an underserved type of advertising. We are the only company to offer measurement across all audio forms- streaming, podcasts, satellite, and terrestrial.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Amazon AWS
Hosting
Apache
Load Balancers
Circle
Financial Software
Ember JS Library
CSS and JavaScript Libraries
Facebook Custom Audiences
Retargeting
Microsoft Office 365
Other
Mobile Friendly
Other
OpenSSL
SSL Certificates
Outlook
Email Providers
Remote
Other
Route 53
Domain Name Services
WordPress.org
CMS
Zendesk
Support and Feedback"
Nextgov/FCW,8.0,"Washington, District of Columbia",Publishing,https://app.apollo.io/#/organizations/5a9e1077a6da98d93be42de8,,,,,Federal technology and cybersecurity news and best practices. Nextgov/FCW's mission is to lead the national discussion about how technology is transforming the way government agencies serve citizens and perform vital functions. Our editorial team delivers definitive coverage on cybersecurity; IT modernization; AI and other emerging technologies; innovative acquisition and digital management; the legislation and policy that shape the federal space; and the power players who are driving all these efforts. Nextgov/FCW is owned by GovExec.,"Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
AT Internet
Analytics and Tracking
Bootstrap Framework
CSS and JavaScript Libraries
Chartbeat
Analytics and Tracking
Disqus
Comments
Django
Frameworks and Programming Languages
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Eventbrite
Event Management
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gettyimages
Other
Gmail
Email Providers
Google AdSense
Advertising Networks
Google AdWords Conversion
Advertising Networks
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Font API
Fonts
Google Tag Manager
Tag Management
Hotjar
Analytics and Tracking
Integral Ad Science
Advertising Networks
Linkedin Marketing Solutions
Advertising Networks
Microsoft Azure Hosting
Hosting
Microsoft Office 365
Other
Moat
Advertising Networks
Mobile Friendly
Other
Multilingual
Widgets
Outlook
Email Providers
Remote
Other
Sailthru
Personalization
Segment.io
Analytics and Tracking
Shutterstock
Other
Typekit
Fonts
Varnish
Load Balancers
Vimeo
Online Video Platforms
WordPress.org
CMS
YouTube
Online Video Platforms
comScore
Analytics and Tracking
reCAPTCHA
Captcha"
LeadMagic,8.0,"Boston, Massachusetts","Online Media, Marketing & Advertising",https://app.apollo.io/#/organizations/6080734054f722010032b086,,,,,"Turbocharge your sales pipeline with LeadMagic's advanced data enrichment tool. The most accurate, lower cost, and no lock-in data solution for your business. LeadMagic tells you exactly what businesses are on your website and helps you enrich your contact and company data.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Amazon AWS
Hosting
Backbone JS Library
CSS and JavaScript Libraries
Bing Ads
Advertising Networks
Bootstrap Framework
CSS and JavaScript Libraries
Circle
Financial Software
CloudFlare
Web Accelerators
Cloudflare DNS
Domain Name Services
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google AdWords Conversion
Advertising Networks
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Play
Widgets
Google Tag Manager
Tag Management
Google translate API
Widgets
Greenhouse.io
Recruitment
Intercom
Support and Feedback
Intershop
E-commerce Platforms
Kaltura
Online Video Platforms
Lever
Recruitment
Linkedin Marketing Solutions
Advertising Networks
Lucky Orange
Analytics and Tracking
Mobile Friendly
Other
New Relic
Web Performance Monitoring
Nginx
Load Balancers
React Redux
CSS and JavaScript Libraries
Remote
Other
Ruby On Rails
Frameworks and Programming Languages
Segment.io
Analytics and Tracking
SparkPost
Email Delivery
Stripe
Payments
Twitter Advertising
Advertising Networks
Typekit
Fonts
Vercel
Hosting
Vimeo
Online Video Platforms
Visual Website Optimizer
Online Testing Platforms
Webflow
CMS
Workday Recruit
Recruitment
ZoomInfo
Business Intelligence
iTunes
Widgets
reCAPTCHA
Captcha"
TradePub.com,8.0,"Los Gatos, California",Marketing & Advertising,https://app.apollo.io/#/organizations/55697b34736964257d3b3d00,,,,,"#1 Resource for Free Professional and Technical Research, White Papers, Case Studies, Magazines, and eBooks TradePub.com provides online subscription services to B2B magazine publishers.","Technology Insights Settings
Hubspot
Marketing Automation
33Across
Demand Side Platforms
Ad Unit 300 x 250
Other
Ad Unit 300 x 600
Other
Ad Unit 320 x 50
Other
Ad Unit 728 x 90
Other
AdRoll
Retargeting
Adobe Media Optimizer
Search Marketing
Apache
Load Balancers
AppNexus
Demand Side Platforms
Bing Ads
Advertising Networks
Bootstrap Framework
CSS and JavaScript Libraries
Chartbeat
Analytics and Tracking
Disqus
Comments
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Eloqua
Marketing Automation
Facebook Custom Audiences
Retargeting
Facebook Like Button
Social Sharing
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Formsite
Hosted Forms
Google AdSense
Advertising Networks
Google AdWords Conversion
Advertising Networks
Google Analytics
Analytics and Tracking
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Plus
Social Login
Google Remarketing
Retargeting
Google Tag Manager
Tag Management
Gravity Forms
Hosted Forms
Hotjar
Analytics and Tracking
IoT
Other
Janrain
Social Login
Linkedin Login
Social Login
Linkedin Marketing Solutions
Advertising Networks
Linkedin Widget
Other
LiveRamp
Data Management Platform
Mobile Friendly
Other
Optimizely
Online Testing Platforms
Pardot
Marketing Automation
SAP
Customer Relationship Management
ShareThis
Social Sharing
SiteScout
Advertising Networks
Stripe
Payments
Tealium
Tag Management
The Trade Desk
Demand Side Platforms
Twitter Advertising
Advertising Networks
Typekit
Fonts
Vimeo
Online Video Platforms
Woo Commerce
E-commerce Platforms
WordPress.org
CMS
YouTube
Online Video Platforms
Zemanta
Content Syndication Networks"
Dynamic Nation,4.0,"Miami, Florida",Staffing & Recruiting,https://app.apollo.io/#/organizations/55f479e8f3e5bb01e6000349,,,,,Microsoft Dynamics 365 jobs and recruitment specialist based in the USA. Dynamic Nation is creating the world's largest community of Dynamic 365 proffesionals. A personalised approach to supporting our candidates and clients through their entire careers.,"Technology Insights Settings
Hubspot
Marketing Automation
Acumatica
Enterprise Resource Planning
Basis
Advertising Networks
Bootstrap Framework
CSS and JavaScript Libraries
CloudFlare Hosting
Hosting
Cloudflare DNS
Domain Name Services
Dynamics 365 Business Central
Customer Relationship Management
Google Analytics
Analytics and Tracking
Google Font API
Fonts
Google Maps
Other
Google Tag Manager
Tag Management
Linkedin Login
Social Login
Linkedin Marketing Solutions
Advertising Networks
Linkedin Widget
Other
Microsoft Dynamics AX
Enterprise Resource Planning
Microsoft Office 365
Other
Mobile Friendly
Other
New Relic
Web Performance Monitoring
Nginx
Load Balancers
Outlook
Email Providers
Remote
Other
SAP
Customer Relationship Management
SharePoint
CMS
Shutterstock
Other
Vimeo
Online Video Platforms
WordPress.org
CMS
reCAPTCHA
Captcha"
Neubrain,8.0,"Rockville, Maryland",Information Technology & Services,https://app.apollo.io/#/organizations/54a1345769702d36c9703f00,,,,,"Neubrain deploys sophisticated business analytics, budgeting, and performance management solutions at a fraction of the cost and time of traditional vendors. DRIVE POSITIVE OUTCOMES BY MAKING SOUND DECISIONS Organizations realize sound decisions through the effective convergence of human knowledge, harvesting of the quality data, and smart use of technology. We help organizations turn data into valuable knowledge by: Extracting business value from data -Automating decision making processes -Deploying new business analytics technologies -Establishing organizational capabilities to drive analytics adoption DEEP INSIGHT INTO BUSINESS ANALYTICS Neubrain deploys sophisticated business analytics, budgeting, and performance management systems at a fraction of the cost and time of traditional vendors. We use pre-packaged best practice applications and the most innovative and proven technologies, tailored to each customer's specific needs. Our business model allows us to quickly deliver hard economic benefits to our customers. A PROVEN TRACK RECORD OF SUCCESS For more than a decade, Neubrain has partnered with federal, state, and local government, Global 5000, and mid-sized organizations to enhance and improve decision-making capabilities. Our solutions help manage and budget resources in excess of $70 billion per year. We supercharge your business with analytics so you can make smarter, faster decisions. Whenever you need to analyze, budget, forecast, measure, and report, Neubrain can help.","Technology Insights Settings
Hubspot
Marketing Automation
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Google Custom Search
Search Appliances
Linkedin Login
Social Login
Linkedin Widget
Other
Mobile Friendly
Other
Remote
Other
SAP
Customer Relationship Management
SharePoint
CMS
Shutterstock
Other
Vimeo
Online Video Platforms"
OneThree Biotech,3.0,"New York, New York",Research,https://app.apollo.io/#/organizations/5e5652192e546f00018b54c6,,,,,"Redesigning Drug Discovery with Biology-Driven AI OneThree Biotech was born out of the largest precision medicine institute in America with the purpose of decreasing the failure rate of bringing therapeutics to market using biology driven artificial intelligence. Our technology was built in a lab setting; allowing us to engineer our methodologies around real-world results. While working with major biotech and pharma partners; we've validated our predictions through work in target discovery, compound and combination therapy identification, toxicity prediction, biomarker selection, and much more. Our predictions have been validated with partners such as AstraZeneca, Jubilant, and more. For example, we predicted the top indication, and mechanism of action for Oncoceutics asset ONC201 which was subsequently validated in a Phase II trial.","Technology Insights Settings
Hubspot
Marketing Automation
Gmail
Email Providers
GoDaddy Hosting
Hosting
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Font API
Fonts
Google Tag Manager
Tag Management
Mobile Friendly
Other
NSOne
Domain Name Services
Python
Frameworks and Programming Languages
Remote
Other
Varnish
Load Balancers
WordPress.org
CMS
Zoho Creator
Other
Zoho One
Cloud Services
reCAPTCHA
Captcha"
Urban Misfit Ventures,1.0,"Milwaukee, Wisconsin","Marketing & Advertising,",https://app.apollo.io/#/organizations/5b838e8df874f7163ac678f1,,,,,"Hey there 👋 – Urban Misfit Ventures is a video company with a focus on community. We help brands, companies, and people build influence & generate leads through strategy and compelling videos. We help brands, companies, and people build influence & generate leads through strategy and compelling videos. - Personal Branding - Video Storytelling - Strategy","Technology Insights Settings
Hubspot
Marketing Automation
CloudFlare Hosting
Hosting
Cloudflare DNS
Domain Name Services
Google Font API
Fonts
Micro
Other
Mobile Friendly
Other
Remote
Other
Typekit
Fonts
YouTube
Online Video Platforms"
Talent Hackers,3.0,"Saddle River, New Jersey",Staffing & Recruiting,https://app.apollo.io/#/organizations/65f86f7e31d7da043b29826f,,,,,"Exceptional, pre-vetted Operations and Dev talent to supercharge Product, DataOps, Accounting, Finance, CX and more. Scale your operations effectively with our network of skilled international remote talent. Talent Hackers is trusted by top executives & business owners as a reliable & cost-effective global remote hiring partner. Companies at every stage are facing the same problems: - High payroll costs - Wasted time & energy through the hiring process - Inconsistency in quality talent - Limited talent pool It's hard enough to justify costs, it's even harder to find quality talent. Most of the time you end up rolling your sleeves, wasting your valuable time, and attempting the following: - Source talent from freelancing sites - Attempt to hire in international jurisdictions - Or worse, do it yourself. Save yourself the headache. Let our team at Talent Hackers save you from: - Wasting your time, instead of focusing on strategy & growth - Inconsistent results from freelance platforms - Misclassification risk through non-compliance with international employment laws. How we operate: - We source, vet, and onboard trained full-time ""hackers"" to scale your operations - We have the experience, we handle the ENTIRE interview process. You meet your new full-time ""hacker"" on day 1. Focus on the more important stuff. - Expect your ""hacker"" to start within 2-3 weeks after we begin our search. - We handle payroll, benefits, local compliance, HR services, & provide ongoing support - We have an unlimited Ideal Match Guarantee. So, if your ""hacker"" leaves or you need a change, we will replace them at anytime, forever. At Talent Hackers, we offer affordability, reliability, & solutions. We believe every company should be able to higher quality talent without the burden of rising salaries & benefits. Discover why top corporations & industry leaders are sourcing from Nigeria. Learn more on our website.","Technology Insights Settings
Hubspot
Marketing Automation
Apache
Load Balancers
Gmail
Email Providers
GoDaddy Hosting
Hosting
Google Apps
Other
Google Font API
Fonts
Google Tag Manager
Tag Management
Hotjar
Analytics and Tracking
Mobile Friendly
Other
WordPress.org
CMS"
Medical Sales Accelerator Podcast,5.0,"Covington, Louisiana",Medical Devices,https://app.apollo.io/#/organizations/604a12d6eb47df0001aafc0c,,,,,"A leading MedTech podcast featuring insights from top-performing medical sales reps, president’s club winners, and leaders in the MedTech industry. The Medical Sales Accelerator is the top weekly podcast for medical device leaders – bringing you fresh, disruptive insights for marketing, sales, and go-to market teams. Launched in 2020, the show has been downloaded more than 60,000 times across 100+ episodes. - Discover what the top industry leaders are doing and how they're driving revenue, results, and growth - Learn about new playbooks and techniques disrupting the market - Explore strategies and new ways of thinking to accelerate your results regardless of technology Hosted weekly by Zed Williamson and Clark Wiederhold. Sponsored byTrackableMed.","Technology Insights Settings
Hubspot
Marketing Automation
Amazon AWS
Hosting
Google Tag Manager
Tag Management
Linkedin Marketing Solutions
Advertising Networks
Mobile Friendly
Other
Outlook
Email Providers
Webflow
CMS
Zoho SalesIQ
Widgets"
