Company,Employees,Company Location,Industry,Company URL,Descripcion,Technologies
Revpar Guru Inc,9.0,"Miami Beach, Florida",Hospitality,https://app.apollo.io/#/organizations/54a1ba5f74686945fa5a9c0b,"Increase your hotel’s performance today with smart pricing solutions, revenue management, automated two-way distribution and advanced booking engine. RevPar Guru provides hotels around the world with the most advanced type of revenue management software solution, one that manages RevPar intelligently and effectively, to deliver maximum profits. REVPAR GURU is an alternative revenue management software solution! it is the only bundled integrated Revenue Generator software solution providing: • Revenue Yield Management • Channel Management • Rates Optimization • Competitive Pricing Engine • Page Positioning Optimization • GDS Distribution • Inventory Control • All connected and Synchronized in Real-time RevPar Guru's custom-designed Yield Dynamic Price Engine™ meets the rapidly changing needs of hotels in a demanding business environment - dynamic rate optimization, real-time pricing, integrated internet and extranet yield channel management, with GDS sales distribution, to increase a hotel's RevPar while maintaining rate integrity and automated rate parity. RevPar Guru is the only revenue management solution that automatically optimizes and updates hotel rates across all major consumer travel websites, based on all market variables, in real time, while providing a strategic room inventory control. Once deployed, hotels can boost their revenues, occupancy, rates, profits and cut their distribution costs dramatically. REVPAR GURU provides SIGNIFICANT BENEFITS for hotels Fully customizable solution for each hotel Increase RevPar, ADR and occupancy Increase electronic sales Includes competitors rates in calculations Re-direct and shift demand to hotels Full Internet & Intranet Accessible Technology Complete automated update of all Distribution Channels Automatically calculates the rates and updates travel booking sites Immediate web based results Prices rooms precisely to the dollar Electronic Sales and Revenue Management Hotel own website optimization, margin suggestion, allotment control, price forecast and sources of revenue.","Technology Insights Settings
Hubspot
Marketing Automation
Apache
Load Balancers
Google Analytics
Analytics and Tracking
Google Font API
Fonts
Google Tag Manager
Tag Management
Intercom
Support and Feedback
Mobile Friendly
Other
Remote
Other
Ubuntu
Load Balancers
WordPress.org
CMS"
Inovautus Consulting,7.0,"Boulder, Colorado",Management Consulting,https://app.apollo.io/#/organizations/54a1296e69702d93134ca701,"We provide marketing for Accountants and CPAs. Explore strategies to grow your firm, build your brand, and thrive in today's competitive landscape. Growing a professional services firm today is about more than just great marketing and effective business development. It includes the right people, too. Inovautus Consulting was founded on the belief that effective marketing strategy and execution combined with acquiring and retaining key talent is the foundation of growing a professional services firm. We work with accounting firms, law firms, financial planning firms, and other service-based businesses that operate in a multi-owner environment. I invite you to learn more about what we do and welcome you to check out our blog and resources section for tools that can help you grow.","Technology Insights Settings
Hubspot
Marketing Automation
Bing Ads
Advertising Networks
Bootstrap Framework
CSS and JavaScript Libraries
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gauges
Analytics and Tracking
Google Analytics
Analytics and Tracking
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Tag Manager
Tag Management
Hotjar
Analytics and Tracking
Linkedin Marketing Solutions
Advertising Networks
Liquidweb
Hosting
Microsoft Office 365
Other
Mobile Friendly
Other
Nginx
Load Balancers
Outlook
Email Providers
Quantcast
Analytics and Tracking
Sendgrid
Email Delivery
Stripe
Payments
Twitter Advertising
Advertising Networks
Typekit
Fonts
Woo Commerce
E-commerce Platforms
WordPress.org
CMS"
RolePoint,4.0,"San Francisco, California",,https://app.apollo.io/#/organizations/54a1230d69702d918c13f302,"Streamline the employee referral program and tap into employee networks for quality talent. Save time, boost efficiency, and improve hiring outcomes to supercharge hiring with referrals. Talent acquisition teams around the world are using RolePoint's complete referral solution to drive employee engagement and attract the highest quality talent. We help organizations streamline their employee referral program and harness their social capital – bringing talent acquisition in line with today's social and connected world.","Technology Insights Settings
Hubspot
Marketing Automation
Salesforce
Customer Relationship Management
AI
Other
AT Internet
Analytics and Tracking
Adobe Media Optimizer
Search Marketing
Adobe TestAndTarget
Online Testing Platforms
Amadesa
Personalization
Amazon AWS
Hosting
AngularJS
Frameworks and Programming Languages
AppDynamics
Web Performance Monitoring
AppNexus
Demand Side Platforms
Ascendify
Recruitment
Atlassian Cloud
CMS
AudioEye
Analytics and Tracking
Bing Ads
Advertising Networks
Bizible
Search Marketing
Bizrate
Customer Reviews
Bootstrap Framework
CSS and JavaScript Libraries
CallRail
Call Tracking
Cedexis Radar
Web Performance Monitoring
Circle
Financial Software
Cision
Other
Cloudinary
Cloud Services
CrazyEgg
Analytics and Tracking
Data Analytics
Analytics and Tracking
Disqus
Comments
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
DoubleClick Floodlight
Tag Management
Drift
Widgets
Dropbox
Cloud Services
Ensighten
Tag Management
Eventbrite
Event Management
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Formstack
Hosted Forms
Gmail
Email Providers
Google AdSense
Advertising Networks
Google AdWords Conversion
Advertising Networks
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Cloud Hosting
Hosting
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Maps
Other
Google Maps (Non Paid Users)
Other
Google Play
Widgets
Google Remarketing
Retargeting
Google Tag Manager
Tag Management
Google translate API
Widgets
Google translate widget
Widgets
Hotjar
Analytics and Tracking
Indeed
Other
Indeed Sponsored Ads
Recruitment
JQuery 1.11.1
CSS and JavaScript Libraries
JQuery 2.1.1
CSS and JavaScript Libraries
Jobvite
Recruitment
Kenshoo
Search Marketing
Linkedin Login
Social Login
Linkedin Marketing Solutions
Advertising Networks
Linkedin Widget
Other
LiveRamp
Data Management Platform
Loggly
Other
MailChimp
Email Marketing
MailChimp SPF
Other
Marketo
Marketing Automation
MediaMath
Demand Side Platforms
Microsoft Office 365
Other
Mixpanel
Analytics and Tracking
Mobile Friendly
Other
MouseFlow
Analytics and Tracking
Multilingual
Widgets
Netlify
CMS
New Relic
Web Performance Monitoring
Nginx
Load Balancers
OneTrust
Widgets
Optimizely
Online Testing Platforms
Outlook
Email Providers
Pardot
Marketing Automation
Python
Frameworks and Programming Languages
Quantcast
Analytics and Tracking
React
CSS and JavaScript Libraries
Remote
Other
Route 53
Domain Name Services
Ruby On Rails
Frameworks and Programming Languages
Segment.io
Analytics and Tracking
Sendgrid
Email Delivery
ShareThis
Social Sharing
Shutterstock
Other
Simpli.fi
Demand Side Platforms
SiteScout
Advertising Networks
Sizmek (MediaMind)
Ad Servers
StatusPage IO
Web Performance Monitoring
Stripe
Payments
The Trade Desk
Demand Side Platforms
Totango
Analytics and Tracking
TubeMogul
Video Advertising Networks
Twitter Advertising
Advertising Networks
Typekit
Fonts
UserVoice
Support and Feedback
Varnish
Load Balancers
Vimeo
Online Video Platforms
WP Engine
CMS
Walkme
Analytics and Tracking
Webex
Web Presentation Tools
Wistia
Online Video Platforms
WordPress.org
CMS
YouTube
Online Video Platforms
Zendesk
Support and Feedback
iTunes
Widgets
reCAPTCHA
Captcha"
CrewBlast®,3.0,"New York, New York",Airlines/aviation,https://app.apollo.io/#/organizations/61ec1f6ae84ad300014fb392,Alleviate flight crew shortages with CrewBlast. Our global database of skilled flight crews guarantees a 98% success rate in finding the right personnel. Temporary placement of Contract Pilots and Contract Flight Attendants,"Technology Insights Settings
Hubspot
Marketing Automation
Amazon AWS
Hosting
Amazon SES
Email Delivery
Apache
Load Balancers
Cloudflare DNS
Domain Name Services
Google Font API
Fonts
Google Play
Widgets
Google Tag Manager
Tag Management
Gravity Forms
Hosted Forms
Mobile Friendly
Other
Remote
Other
Shutterstock
Other
WordPress.org
CMS"
VEEMTechnology,4.0,"Gainesville, Florida","Information Technology & Services,",https://app.apollo.io/#/organizations/5cf6a8185a7cc108f8f73c23,"EEMTechnology is a leading IT solutions provider based in Gainesville, Florida. Since our founding in 2014, we've been dedicated to helping businesses of all sizes optimize their technology infrastructure and achieve their goals. Technology is the key to success in today's fast-paced business world. Our team of experts has years of experience in a wide range of IT disciplines, from network security to cloud computing to software development. We're passionate about staying up-to-date with the latest technologies and trends and always looking for new ways to help our clients succeed. We take pride in our commitment to customer service. Building strong relationships with our clients is essential to delivering the best possible results. That's why we take the time to understand your unique needs and work together to develop customized solutions. At VEEM Technology, we're committed to helping businesses succeed. Whether you're a small start-up or a large enterprise, we have the expertise and experience to help you achieve your goals. Please contact us today to learn how we can help you optimize your technology infrastructure and take your business to the next level. Some of our specialties include Enterprise Systems Integration, SaaS, Strategy Consulting, IT audit, Cloud solutions, and Mixed environment design Hybrid.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Android
Frameworks and Programming Languages
Apache
Load Balancers
Autodesk
Other
Basis
Advertising Networks
Blazor
Frameworks and Programming Languages
ConnectWise
Support and Feedback
Google Analytics
Analytics and Tracking
Google Font API
Fonts
Google Tag Manager
Tag Management
Intuit
Financial Software
IoT
Other
Laravel
Frameworks and Programming Languages
Microsoft Office 365
Other
Mobile Friendly
Other
Outlook
Email Providers
Python
Frameworks and Programming Languages
Remote
Other
Render
Other
Reviews
Customer Reviews
SharePoint
CMS
Webmail
Email Providers"
"Raven Tools, a TapClicks company",7.0,"San Jose, California",Marketing & Advertising,https://app.apollo.io/#/organizations/54a129cc69702d931382e001,"Save time, money and frustration with online marketing reports that don't get easier than this. Send client reports for SEO, Social and PPC with Raven. SEO Analysis & Online Marketing Software Raven's Site Auditor quickly analyzes a site to find all of the desktop and mobile SEO issues that may be keeping it from ranking on search engines like Google. Raven's Marketing Platform saves agencies time and money with automated marketing reports and unlimited campaign management.","Technology Insights Settings
Hubspot
Marketing Automation
AdRoll
Retargeting
AddThis
Social Sharing
Amazon AWS
Hosting
Basis
Advertising Networks
Bing Ads
Advertising Networks
Clicky
Analytics and Tracking
CloudFlare Hosting
Hosting
Cloudflare DNS
Domain Name Services
Cloudinary
Cloud Services
Disqus
Comments
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Facebook Comments
Comments
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
FullStory
Other
Gmail
Email Providers
Google AdSense
Advertising Networks
Google AdWords Conversion
Advertising Networks
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Remarketing
Retargeting
Google Tag Manager
Tag Management
Intercom
Support and Feedback
Linkedin Marketing Solutions
Advertising Networks
Marketo
Marketing Automation
Microsoft Office 365
Other
Mobile Friendly
Other
Pardot
Marketing Automation
Route 53
Domain Name Services
StatusPage IO
Web Performance Monitoring
Stripe
Payments
VueJS
CSS and JavaScript Libraries
Walkme
Analytics and Tracking
WordPress.org
CMS
YouTube
Online Video Platforms
Zendesk
Support and Feedback"
LifeScore Labs,6.0,"Boston, Massachusetts",Insurance,https://app.apollo.io/#/organizations/5e559cc41929490001816d9f,"Data-driven risk assessment for life insurers. Underwriting with predictive models. Closing the life insurance protection gap. We believe there's a faster and easier way to underwrite life insurance. Our data-driven predictive models use an industry-specific and proprietary data set, plus machine learning and artificial intelligence to automate and accelerate risk assessment. Our models—including fluidless, no-exam risk models—are designed to seamlessly integrate with insurers' and reinsurers' existing workflow, rules engine or underwriting platform. By dramatically speeding the underwriting process and enhancing the customer experience (CX), LifeScore Labs' solutions are driving digital transformation in today's life insurance industry. Learn more at www.lifescorelabs.com Social Media Guidelines: https://www.lifescorelabs.com//social-media/ Privacy Policy: https://www.lifescorelabs.com/privacy/","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Tag Manager
Tag Management
Linkedin Login
Social Login
Linkedin Marketing Solutions
Advertising Networks
Linkedin Widget
Other
Mobile Friendly
Other
Remote
Other
Route 53
Domain Name Services
Shutterstock
Other
Tealium
Tag Management"
UOTech.co,7.0,"Plainview, New York",Information Technology & Services,https://app.apollo.io/#/organizations/57c4d14ea6da986a8f418831,"UOTech.co offers IT infrastructure and consulting services designed to ensure your technology is always running at peak efficiency. We clarify and simplify the technology you need and use so your staff can focus on the core of your business. We provide Information Technology and Infrastructure Consulting services aimed at keeping your business running smoothly while reducing the complexity of the systems you and your team need to support. We aim to be your trusted advisor, comfortable providing advice and guidance or jumping in and supporting your network and applications directly.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Android
Frameworks and Programming Languages
Atlassian Cloud
CMS
CloudFlare Hosting
Hosting
Cloudflare DNS
Domain Name Services
Flutter
Frameworks and Programming Languages
Google Analytics
Analytics and Tracking
Google Tag Manager
Tag Management
Mapbox
Other
Mobile Friendly
Other
Outlook
Email Providers
Quickbooks Online
Payments
WordPress.org
CMS
reCAPTCHA
Captcha"
Lifecare Affordability Plan,1.0,"McLean, Virginia","Financial Services, Investment Management",https://app.apollo.io/#/organizations/5fbbf79f830c3100dc294289,"A Lifecare Affordability Plan equips you with a roadmap to afford longterm care including health, financial, and legal considerations. The Lifecare Affordability Plan® helps clients secure and protect wealth when planning for their most hopeful outcome when facing healthcare or housing uncertainty due to disability, illness, or death. Launched by Thomas C. West, CLU, ChFC, AIF®, Senior Partner at Signature Estate & Investment Advisors, LLC (SEIA), our team of financial professionals offers robust financial planning and investment management services that emphasize cash flows in all stages of retirement. Tom has significant experience in issues related to suitable and ethical financial strategies pertaining to incapacitated seniors and is regularly interviewed for his perspective by periodicals such as The Wall Street Journal, the Washington Post, and the New York Times. Tom regularly educates financial professionals, attorneys, tax professionals, and geriatric care managers on the most appropriate financial planning techniques for families facing long-term care decisions. Securities offered through Signature Estate Securities, Inc. member FINRA/SIPC. Advisory services offered through SEIA, LLC. Lifecare Affordability Plan (TM) is a marketing name for SEIA. Please visit our website.","Technology Insights Settings
Hubspot
Marketing Automation
Google Font API
Fonts
Google Tag Manager
Tag Management
Mobile Friendly
Other
Nginx
Load Balancers
WordPress.org
CMS"
Private Art Consulting,4.0,"Miami, Florida",Management Consulting,https://app.apollo.io/#/organizations/5fc9d9d7b77dfb00011c1df9,"WE WORK WITH ART COLLECTORS, ARTISTS, GALLERIES, AUCTION HOUSES, INTERIOR DESIGNERS, CHARITIES, BRANDS & MORE. Operating as a cross between a private online gallery and a fine art advisory, Private Art Consulting brings exclusive collections of fine art directly to collectors through exclusive releases and private invite-only pop-up art collecting events. PAC also works directly with brands, artists, designers and individuals, utilizing its unique art, design, branding, web, marketing, sales, and business expertise, along with a global network of talent and partnerships, to redefine conventional limits and transcends traditional boundaries. @PRIVATEARTCONSULTING","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Basis
Advertising Networks
Circle
Financial Software
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Dynamic Remarketing
Retargeting
Google Tag Manager
Tag Management
Linkedin Marketing Solutions
Advertising Networks
Mobile Friendly
Other
Remote
Other
Render
Other
Squarespace ECommerce
E-commerce Platforms
Typekit
Fonts"
BWBacon Group,8.0,"Denver, Colorado",Staffing & Recruiting,https://app.apollo.io/#/organizations/54a129be69702dcef9efc901,BWBacon's technical recruiters connect companies with top candidates for contract and full-time work opportunities. Find tech jobs hiring today! BWBacon Group is a staffing agency.,"Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Android
Frameworks and Programming Languages
Basis
Advertising Networks
Bullhorn
Recruitment
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Flutter
Frameworks and Programming Languages
Google Analytics
Analytics and Tracking
Google Font API
Fonts
Google Maps
Other
Google Maps (Non Paid Users)
Other
Google Tag Manager
Tag Management
Linkedin Login
Social Login
Linkedin Marketing Solutions
Advertising Networks
Linkedin Widget
Other
Mobile Friendly
Other
Python
Frameworks and Programming Languages
Remote
Other
Reviews
Customer Reviews
SAP
Customer Relationship Management
SharePoint
CMS
Vimeo
Online Video Platforms"
Micah Group,9.0,"Plymouth, Minnesota","Information Technology & Services,",https://app.apollo.io/#/organizations/5cace691220d9e263cddc04a,"Micah Group is a banker-founded SaaS provider serving commercial lenders and financing companies. Micah™ streamlines origination, underwriting and collaboration to boost efficiency for lenders and lessors, while improving the experience they provide to customers and partners. Micah Group is a banker-founded SaaS provider serving commercial lenders and financing companies. Micah™ streamlines origination, underwriting and collaboration to boost efficiency for lenders and lessors, while improving the experience they provide to customers and partners.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Circle
Financial Software
Gmail
Email Providers
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Font API
Fonts
Google Maps
Other
Google Tag Manager
Tag Management
Mobile Friendly
Other
Remote
Other
Squarespace ECommerce
E-commerce Platforms
Typekit
Fonts"
Avalanche Insights,6.0,"Washington, District of Columbia",Research,https://app.apollo.io/#/organizations/5b15dde7a6da9871195d88c8,"Avalanche transforms data into deeper human understanding Achieve a new depth of insight by listening to your audience in their own words. Our technology turns qualitative data into actionable insights that inform and inspire. Avalanche is transforming how we understand and move people to create a more fair and just world. We're fundamentally changing how qualitative research is done. Drawing on deep experience across campaigns, communications, science and technology, Avalanche is setting a new standard in research—the power to truly understand people at scale. We help organizations making a difference in people's lives and the world. Avalanche was founded on the belief that fairness of opportunity is both a moral imperative and a net positive. That's why our work begins by listening to everyday voices, and recognizing the potential of deep understanding as a catalyst for progress. Since 2017, we've had the privilege of working with some of the biggest players in progressive politics, as well as values-aligned companies and causes—all building towards a shared vision of a more just, inclusive, and sustainable world. Interdisciplinary. Purpose-driven. Proven. Our team draws on its breadth and depth of expertise to build products and services that build a better world.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Android
Frameworks and Programming Languages
Basis
Advertising Networks
Circle
Financial Software
Discord
Communication and Collaboration
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Dynamic Remarketing
Retargeting
Google Tag Manager
Tag Management
Google Workspace
Cloud Services
Hotjar
Analytics and Tracking
Intercom
Support and Feedback
IoT
Other
Linkedin Marketing Solutions
Advertising Networks
Livestorm
Web Presentation Tools
Mobile Friendly
Other
New Relic
Web Performance Monitoring
Phoenix
Frameworks and Programming Languages
Remote
Other
Reviews
Customer Reviews
Route 53
Domain Name Services
SAP
Customer Relationship Management
Squarespace ECommerce
E-commerce Platforms
TikTok
Other
Typekit
Fonts
Vimeo
Online Video Platforms"
Panorama Meats,4.0,"Westminster, Colorado",Food & Beverages,https://app.apollo.io/#/organizations/5e5758f99c01df00011dfb9b,"Niman Ranch raises livestock traditionally, humanely, and sustainably to bring you the best tasting, all natural meat in the world. Panorama is an American organic meat company, founded on the sustainable practices of grass fed and grass finished cattle ranching. Producing our meat achieves a sustainable balance for American family ranchers while raising cattle the way they were meant to live with the ability to roam and graze on organic pasture. Panorama continues to produce the best tasting beef while maintaining the very highest standards or organic beef production and rangeland stewardship.","Technology Insights Settings
Hubspot
Marketing Automation
Salesforce
Customer Relationship Management
Amazon AWS
Hosting
Bootstrap Framework
CSS and JavaScript Libraries
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Google Analytics
Analytics and Tracking
Google Font API
Fonts
Google Maps
Other
Google Maps (Non Paid Users)
Other
Google Tag Manager
Tag Management
Microsoft Office 365
Other
Mimecast
Email Providers
Mobile Friendly
Other
NSOne
Domain Name Services
Nginx
Load Balancers
Outlook
Email Providers
React
CSS and JavaScript Libraries
Remote
Other
Reviews
Customer Reviews
TikTok
Other
WordPress.org
CMS
Wordpress.com
CMS
YouTube
Online Video Platforms
reCAPTCHA
Captcha"
Blue Lava Community,7.0,"Menlo Park, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5b86d14cf874f7373769e152,"Blue Lava's security program management platform made with CISOs, for CISOs, draws together industry knowledge and best practices. Request a demo today. Founded in 2022 by a coalition of respected industry experts and practitioners, the Blue Lava Community is built with, by and for cybersecurity leaders providing members a trusted, sales agnostic environment to gather, share, support, and mentor on their own time. The Blue Lava Community was acquired by Zyston LLC in October 2023 with a commitment to continuing to advance the unique community mission and value for the cybersecurity industry. Join today: community.bluelava.io","Technology Insights Settings
Hubspot
Marketing Automation
Salesforce
Customer Relationship Management
AI
Other
Amazon SES
Email Delivery
Android
Frameworks and Programming Languages
Atlassian Cloud
CMS
Bootstrap Framework
CSS and JavaScript Libraries
Flutter
Frameworks and Programming Languages
Google Analytics
Analytics and Tracking
Google Font API
Fonts
Google Tag Manager
Tag Management
Greenhouse.io
Recruitment
IoT
Other
Marketo
Marketing Automation
Microsoft Office 365
Other
Mobile Friendly
Other
Outlook
Email Providers
Python
Frameworks and Programming Languages
React Redux
CSS and JavaScript Libraries
Remote
Other
Render
Other
Route 53
Domain Name Services
SharePoint
CMS
Splunk
Analytics and Tracking
Vimeo
Online Video Platforms
WordPress.org
CMS"
Xooa,6.0,"Dover, Delaware","Information Technology & Services,",https://app.apollo.io/#/organizations/5d8e32e90d797d00d46ff0d7,"Xooa empowers brands to pursue massive opportunities in brand engagement, community-building, & storytelling through creating web3 & digital experiences. Xooa empowers brands to pursue massive opportunities in brand engagement, community-building, & storytelling through creating web3 & digital experiences.","Technology Insights Settings
Hubspot
Marketing Automation
Amazon AWS
Hosting
Amazon SES
Email Delivery
Atlassian Cloud
CMS
Bootstrap Framework
CSS and JavaScript Libraries
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
GitHub Hosting
Hosting
Google Tag Manager
Tag Management
Linkedin Marketing Solutions
Advertising Networks
Microsoft Office 365
Other
Mobile Friendly
Other
Outlook
Email Providers
React Redux
CSS and JavaScript Libraries
React Router
CSS and JavaScript Libraries
Route 53
Domain Name Services
SharePoint
CMS
Zendesk
Support and Feedback"
AskEdith.ai,8.0,"San Francisco, California",Information Technology & Services,https://app.apollo.io/#/organizations/654f7f7d73aa0e00015adce2,"Unlock data insights fast with Athenic AI—democratizing analytics for everyone. Make informed decisions easily, no matter your skill level. The Natural Language Interface for Databases","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Airtable
Other
Amazon AWS
Hosting
Android
Frameworks and Programming Languages
Basis
Advertising Networks
Circle
Financial Software
Customer.IO
Email Marketing
Discord
Communication and Collaboration
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google Apps
Other
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Tag Manager
Tag Management
Google Workspace
Cloud Services
Intercom
Support and Feedback
Linkedin Marketing Solutions
Advertising Networks
Mobile Friendly
Other
Outreach.io
Marketing Automation
Remote
Other
Render
Other
Sisense
Analytics and Tracking
Snowflake
Data Management Platform
Stripe
Payments
Twilio
Other
Webflow
CMS
YouTube
Online Video Platforms"
Catalyst for Payment Reform,8.0,"Berkeley, California","Hospital & Health Care,",https://app.apollo.io/#/organizations/54a11eb269702d8ed4c07901,"Free Consultation Send Request Resources Policy Combinations of State-Based Health Care Policies to Constrain Commercial Prices and Rebalance Market Power Read more Market-Oriented MSE SOM Report Read more Payment Reform Payment Options in the 2020 Marketplace: A Guide for Employers and Other Health Care Purchasers Read more Transparency 2020 Report Card on State Price Transparency Catalyst for Payment Reform (CPR) is an independent, nonprofit corporation working to catalyze employers, public purchasers and others to implement strategies that produce higher-value health care and improve the functioning of the health care marketplace. We believe employers or health care purchasers can be a catalyst for change in the system if they work together. CPR provides education, tools, coordination, and thought leadership to help them push for higher value health care and accelerate reform.","Technology Insights Settings
Hubspot
Marketing Automation
Active Campaign
Marketing Automation
AddThis
Social Sharing
Bootstrap Framework
CSS and JavaScript Libraries
Centro
Advertising Networks
Cloudflare DNS
Domain Name Services
Google Analytics
Analytics and Tracking
Google Font API
Fonts
Google Tag Manager
Tag Management
MailChimp SPF
Other
Mobile Friendly
Other
Outlook
Email Providers
Pantheon
CMS
Remote
Other
SoundCloud
Other
Stripe
Payments
WP Engine
CMS
Woo Commerce
E-commerce Platforms
WordPress.org
CMS
reCAPTCHA
Captcha"
Wave Welcome,7.0,"Oxon Hill-Glassmanor, Maryland",Information Technology & Services,https://app.apollo.io/#/organizations/5f74e3a1110e3b00be416dad,no tiene descripción,"Technology Insights Settings
Hubspot
Marketing Automation
GoDaddy Hosting
Hosting
Google Font API
Fonts
Mobile Friendly
Other
Outlook
Email Providers
Ruby On Rails
Frameworks and Programming Languages
Stripe
Payments
Varnish
Load Balancers
Wistia
Online Video Platforms
Woo Commerce
E-commerce Platforms
WordPress.org
CMS
reCAPTCHA
Captcha"
Curricula,10.0,"Atlanta, Georgia",Computer & Network Security,https://app.apollo.io/#/organizations/55e797b9f3e5bb16ca000038,"Free Security Awareness Training for employees. Fun and simple gasified online learning software designed to build a security culture. Curricula helps organizations of all sizes to fix their boring cyber security awareness training programs by using storytelling. Enjoy fun episodes that take employees on adventures to learn how to actively defend themselves in real-world scenarios. Curricula LMS Authoring tools allow you to create fun, relatable content to help employees learn with a smile. Curricula provides an integrated Phishing Simulator to train employees how to defend against real-world social engineering attacks along with the help of our AI villain hacker DeeDee. Turn key answer to NERC CIP regulated companies across North America. We provide CIP-004 R2 CIP Training bundled with our security awareness and phishing simulation to handle your CIP-004 R1 requirements.","Technology Insights Settings
Hubspot
Marketing Automation
Salesforce
Customer Relationship Management
AI
Other
Android
Frameworks and Programming Languages
CloudFlare Hosting
Hosting
Cloudflare DNS
Domain Name Services
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Flutter
Frameworks and Programming Languages
Gmail
Email Providers
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Dynamic Remarketing
Retargeting
Google Tag Manager
Tag Management
Linkedin Marketing Solutions
Advertising Networks
Microsoft Office 365
Other
Mobile Friendly
Other
Python
Frameworks and Programming Languages
Remote
Other
SharePoint
CMS
Wistia
Online Video Platforms
WordPress.org
CMS
Zendesk
Support and Feedback"
Cloud for Utilities,5.0,"Washington, District of Columbia",Utilities,https://app.apollo.io/#/organizations/5b15863ca6da987135fae60b,"Experience digital transformation at the 2021 Digital + Cloud Summit. Taking place entirely virtual, this year's summit will feature utility industry experts.","Technology Insights Settings
Hubspot
Marketing Automation
AddThis
Social Sharing
Cvent
Event Management
Google Font API
Fonts
Google Tag Manager
Tag Management
Gravity Forms
Hosted Forms
IoT
Other
Leadfeeder
Analytics and Tracking
Marketo
Marketing Automation
Mobile Friendly
Other
Outlook
Email Providers
React Redux
CSS and JavaScript Libraries
Remote
Other
WP Engine
CMS
WordPress.org
CMS
reCAPTCHA
Captcha"
Inform Foodservice Solutions,3.0,"Walnut Creek, California",Restaurants,https://app.apollo.io/#/organizations/556dec217369641101170700,"Inform Foodservice Solutions offers innovative foodservice equipment solutions to help foodservice operations in Northern California, Nevada, and Hawaii achieve excellence. Elevate your culinary operations with our expertise and diverse range of solutions. Inform Foodservice Solutions is an manufacturers rep firm agency. We specialize in food service equipment and culinary expertise . Our responsibilities consists of business development, marketing, and chef driven solutions for the manufacturers we represent. The regions in which we cover are in California and Northern NV.","Technology Insights Settings
Hubspot
Marketing Automation
Salesforce
Customer Relationship Management
AI
Other
Android
Frameworks and Programming Languages
Apache
Load Balancers
Bootstrap Framework
CSS and JavaScript Libraries
Flutter
Frameworks and Programming Languages
Google Font API
Fonts
IoT
Other
Microsoft Office 365
Other
Mobile Friendly
Other
Outlook
Email Providers
Python
Frameworks and Programming Languages
SharePoint
CMS
WordPress.org
CMS
YouTube
Online Video Platforms
reCAPTCHA
Captcha"
